danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
0.924,0.543,7,-6.612,1,0.0854,0.432,7.32E-05,0.11,0.104,199.994,audio_features,7ksRhRXztNfSwm8W7uFq1f,spotify:track:7ksRhRXztNfSwm8W7uFq1f,https://api.spotify.com/v1/tracks/7ksRhRXztNfSwm8W7uFq1f,https://api.spotify.com/v1/audio-analysis/7ksRhRXztNfSwm8W7uFq1f,183159,4,Dark Trap,Norf Norf,,
0.919,0.493,1,-8.81,1,0.0613,0.14,1.62E-06,0.122,0.159,216.152,audio_features,6IkCht32pbDskKd8NWzWBF,spotify:track:6IkCht32pbDskKd8NWzWBF,https://api.spotify.com/v1/tracks/6IkCht32pbDskKd8NWzWBF,https://api.spotify.com/v1/audio-analysis/6IkCht32pbDskKd8NWzWBF,126768,4,Dark Trap,Dat $tick,,
0.848,0.663,8,-5.606,0,0.245,0.523,0,0.108,0.333,133.993,audio_features,6kl1qtQXQsFiIWRBK24Cfp,spotify:track:6kl1qtQXQsFiIWRBK24Cfp,https://api.spotify.com/v1/tracks/6kl1qtQXQsFiIWRBK24Cfp,https://api.spotify.com/v1/audio-analysis/6kl1qtQXQsFiIWRBK24Cfp,255413,4,Dark Trap,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",,
0.475,0.788,10,-4.851,0,0.342,0.231,0,0.128,0.26,206.056,audio_features,5Uj6Zy5QoGdEZob7xRUakV,spotify:track:5Uj6Zy5QoGdEZob7xRUakV,https://api.spotify.com/v1/tracks/5Uj6Zy5QoGdEZob7xRUakV,https://api.spotify.com/v1/audio-analysis/5Uj6Zy5QoGdEZob7xRUakV,237101,4,Dark Trap,Crazy,,
0.762,0.41,8,-11.979,1,0.0551,0.278,3.43E-05,0.157,0.0813,200.094,audio_features,6oBL8TdQHEO7jeEdqECg37,spotify:track:6oBL8TdQHEO7jeEdqECg37,https://api.spotify.com/v1/tracks/6oBL8TdQHEO7jeEdqECg37,https://api.spotify.com/v1/audio-analysis/6oBL8TdQHEO7jeEdqECg37,271404,4,Dark Trap,Still Cold / Pathway Private,,
0.789,0.623,6,-8.337,0,0.138,0.242,0,0.0835,0.678,203.982,audio_features,3RAMLlYnwk3CObaU4V4RBx,spotify:track:3RAMLlYnwk3CObaU4V4RBx,https://api.spotify.com/v1/tracks/3RAMLlYnwk3CObaU4V4RBx,https://api.spotify.com/v1/audio-analysis/3RAMLlYnwk3CObaU4V4RBx,151629,4,Dark Trap,The Chills,,
0.756,0.794,0,-4.539,1,0.208,0.0362,0,0.314,0.474,140.036,audio_features,7m1p5O2UOyQM14DVIZUwGx,spotify:track:7m1p5O2UOyQM14DVIZUwGx,https://api.spotify.com/v1/tracks/7m1p5O2UOyQM14DVIZUwGx,https://api.spotify.com/v1/audio-analysis/7m1p5O2UOyQM14DVIZUwGx,137195,4,Dark Trap,Slip on a Banana Clip,,
0.799,0.546,9,-6.081,1,0.323,0.185,3.19E-06,0.0836,0.736,150.008,audio_features,6lsxMdXKFAXZDPe8om1iOI,spotify:track:6lsxMdXKFAXZDPe8om1iOI,https://api.spotify.com/v1/tracks/6lsxMdXKFAXZDPe8om1iOI,https://api.spotify.com/v1/audio-analysis/6lsxMdXKFAXZDPe8om1iOI,182647,4,Dark Trap,Lights,,
0.931,0.273,5,-11.723,0,0.176,0.00946,0,0.137,0.0603,119.956,audio_features,0FmrNFYyLLRtIS7XWJPLLk,spotify:track:0FmrNFYyLLRtIS7XWJPLLk,https://api.spotify.com/v1/tracks/0FmrNFYyLLRtIS7XWJPLLk,https://api.spotify.com/v1/audio-analysis/0FmrNFYyLLRtIS7XWJPLLk,150100,4,Dark Trap,Akina Speed Star,,
0.898,0.547,3,-5.707,0,0.313,0.484,1.04E-05,0.37,0.763,200.02,audio_features,6eL1ncVDtQHgSm3E288TS7,spotify:track:6eL1ncVDtQHgSm3E288TS7,https://api.spotify.com/v1/tracks/6eL1ncVDtQHgSm3E288TS7,https://api.spotify.com/v1/audio-analysis/6eL1ncVDtQHgSm3E288TS7,198133,4,Dark Trap,Big Fish,,
0.835,0.559,5,-5.617,1,0.0327,0.00177,5.50E-05,0.116,0.267,133.052,audio_features,27H0ZfxRxOC97n72akzapS,spotify:track:27H0ZfxRxOC97n72akzapS,https://api.spotify.com/v1/tracks/27H0ZfxRxOC97n72akzapS,https://api.spotify.com/v1/audio-analysis/27H0ZfxRxOC97n72akzapS,144812,4,Dark Trap,The Bodies Fall Just Like the Leaves,,
0.716,0.745,1,-6.374,1,0.318,0.216,0,0.103,0.0971,208.054,audio_features,6jSvKhj9D9tXTgiyOHhYn8,spotify:track:6jSvKhj9D9tXTgiyOHhYn8,https://api.spotify.com/v1/tracks/6jSvKhj9D9tXTgiyOHhYn8,https://api.spotify.com/v1/audio-analysis/6jSvKhj9D9tXTgiyOHhYn8,168883,4,Dark Trap,Story: No Title,,
0.723,0.459,11,-10.259,1,0.239,0.00096,0,0.11,0.313,139.972,audio_features,3Bo3lNVQTtZYMCoItX8dKW,spotify:track:3Bo3lNVQTtZYMCoItX8dKW,https://api.spotify.com/v1/tracks/3Bo3lNVQTtZYMCoItX8dKW,https://api.spotify.com/v1/audio-analysis/3Bo3lNVQTtZYMCoItX8dKW,197143,4,Dark Trap,P.S Fuck You Cunt (feat. Lil Peep),,
0.849,0.736,9,-6.661,1,0.147,0.00493,0,0.0757,0.271,147.904,audio_features,40zwfL4MFqa3LN5Cauu70u,spotify:track:40zwfL4MFqa3LN5Cauu70u,https://api.spotify.com/v1/tracks/40zwfL4MFqa3LN5Cauu70u,https://api.spotify.com/v1/audio-analysis/40zwfL4MFqa3LN5Cauu70u,173479,4,Dark Trap,Torch,,
0.762,0.509,1,-7.354,1,0.0631,0.148,0,0.155,0.0671,120.054,audio_features,6fMIRwUAU2Zyb2IaMGiyAg,spotify:track:6fMIRwUAU2Zyb2IaMGiyAg,https://api.spotify.com/v1/tracks/6fMIRwUAU2Zyb2IaMGiyAg,https://api.spotify.com/v1/audio-analysis/6fMIRwUAU2Zyb2IaMGiyAg,175465,4,Dark Trap,"Buff Squad (feat. Pouya, Shakewell & Germ)",,
0.756,0.74,1,-4.531,1,0.0563,0.00834,0.171,0.646,0.308,123.049,audio_features,1uDtlAvSiXgktRJjA8LpWC,spotify:track:1uDtlAvSiXgktRJjA8LpWC,https://api.spotify.com/v1/tracks/1uDtlAvSiXgktRJjA8LpWC,https://api.spotify.com/v1/audio-analysis/1uDtlAvSiXgktRJjA8LpWC,171782,4,Dark Trap,Sarcophagus III (feat. $Uicideboy$),,
0.727,0.846,8,-3.555,1,0.194,0.0245,0,0.143,0.529,131.984,audio_features,2XT4tF5bnKqmxZi6rxN43d,spotify:track:2XT4tF5bnKqmxZi6rxN43d,https://api.spotify.com/v1/tracks/2XT4tF5bnKqmxZi6rxN43d,https://api.spotify.com/v1/audio-analysis/2XT4tF5bnKqmxZi6rxN43d,145568,4,Dark Trap,Virginia Tech,,
0.783,0.497,1,-7.652,1,0.0508,0.0716,0.6,0.124,0.0381,212.026,audio_features,177BasCdDuPYuv0E0Ujbqs,spotify:track:177BasCdDuPYuv0E0Ujbqs,https://api.spotify.com/v1/tracks/177BasCdDuPYuv0E0Ujbqs,https://api.spotify.com/v1/audio-analysis/177BasCdDuPYuv0E0Ujbqs,133748,4,Dark Trap,Lte,,
0.841,0.576,0,-7.593,0,0.125,0.289,0,0.105,0.278,192.008,audio_features,0AANzyXvGrG0buJ8bksZyt,spotify:track:0AANzyXvGrG0buJ8bksZyt,https://api.spotify.com/v1/tracks/0AANzyXvGrG0buJ8bksZyt,https://api.spotify.com/v1/audio-analysis/0AANzyXvGrG0buJ8bksZyt,150205,3,Dark Trap,Fuckthepopulation,,
0.685,0.402,0,-8.076,0,0.0734,0.208,0.0206,0.402,0.107,119.917,audio_features,2ww1CemCVpqs9sQXO9jfN2,spotify:track:2ww1CemCVpqs9sQXO9jfN2,https://api.spotify.com/v1/tracks/2ww1CemCVpqs9sQXO9jfN2,https://api.spotify.com/v1/audio-analysis/2ww1CemCVpqs9sQXO9jfN2,104230,4,Dark Trap,Gloss of Blood,,
0.556,0.449,7,-10.363,1,0.227,0.0807,0.0372,0.446,0.484,179.968,audio_features,4kBrbBGK0vLW1CihB20Qtq,spotify:track:4kBrbBGK0vLW1CihB20Qtq,https://api.spotify.com/v1/tracks/4kBrbBGK0vLW1CihB20Qtq,https://api.spotify.com/v1/audio-analysis/4kBrbBGK0vLW1CihB20Qtq,203960,4,Dark Trap,100K,,
0.625,0.45,9,-9.985,1,0.0311,0.0776,0.000217,0.117,0.0362,185.948,audio_features,7Cye3UbCA6UNuDykdCf3AB,spotify:track:7Cye3UbCA6UNuDykdCf3AB,https://api.spotify.com/v1/tracks/7Cye3UbCA6UNuDykdCf3AB,https://api.spotify.com/v1/audio-analysis/7Cye3UbCA6UNuDykdCf3AB,206472,3,Dark Trap,Dark Light,,
0.8,0.824,8,-5.159,1,0.0604,0.0128,0.000221,0.0527,0.462,150.023,audio_features,35su7ZktjYPHSIUSKlr7XD,spotify:track:35su7ZktjYPHSIUSKlr7XD,https://api.spotify.com/v1/tracks/35su7ZktjYPHSIUSKlr7XD,https://api.spotify.com/v1/audio-analysis/35su7ZktjYPHSIUSKlr7XD,128000,4,Dark Trap,"But Wait, There's More (feat. $uicideBoy$)",,
0.734,0.724,11,-5.648,1,0.267,0.0133,0,0.248,0.256,170.05,audio_features,4zoYSZrDb3EUPWlDi2OwAC,spotify:track:4zoYSZrDb3EUPWlDi2OwAC,https://api.spotify.com/v1/tracks/4zoYSZrDb3EUPWlDi2OwAC,https://api.spotify.com/v1/audio-analysis/4zoYSZrDb3EUPWlDi2OwAC,203294,4,Dark Trap,Great Influence,,
0.777,0.742,5,-8.223,1,0.289,0.165,0,0.0957,0.605,125,audio_features,44X2fcZQhyywsHTmvbS5zY,spotify:track:44X2fcZQhyywsHTmvbS5zY,https://api.spotify.com/v1/tracks/44X2fcZQhyywsHTmvbS5zY,https://api.spotify.com/v1/audio-analysis/44X2fcZQhyywsHTmvbS5zY,130638,4,Dark Trap,It Don't Matter,,
0.733,0.66,4,-6.87,0,0.0436,0.0219,0,0.151,0.259,138.034,audio_features,7yZBKFxnmoHLJFhAy2BBlo,spotify:track:7yZBKFxnmoHLJFhAy2BBlo,https://api.spotify.com/v1/tracks/7yZBKFxnmoHLJFhAy2BBlo,https://api.spotify.com/v1/audio-analysis/7yZBKFxnmoHLJFhAy2BBlo,227027,4,Dark Trap,absolute in doubt,,
0.803,0.789,10,-3.434,0,0.0383,0.0304,0,0.378,0.647,119.999,audio_features,4CHp6dRZTeFAu4bSOxfH7Y,spotify:track:4CHp6dRZTeFAu4bSOxfH7Y,https://api.spotify.com/v1/tracks/4CHp6dRZTeFAu4bSOxfH7Y,https://api.spotify.com/v1/audio-analysis/4CHp6dRZTeFAu4bSOxfH7Y,106021,4,Dark Trap,Boss,,
0.649,0.538,0,-9.793,0,0.0918,0.0483,0.401,0.0928,0.355,160.075,audio_features,46eK1kembooWblMi7M7yLM,spotify:track:46eK1kembooWblMi7M7yLM,https://api.spotify.com/v1/tracks/46eK1kembooWblMi7M7yLM,https://api.spotify.com/v1/audio-analysis/46eK1kembooWblMi7M7yLM,150000,4,Dark Trap,Look at Me Now,,
0.58,0.867,11,-4.031,0,0.165,0.0152,0.182,0.14,0.482,159.95,audio_features,4mx0eNjjZUyOzfY3I4P9HD,spotify:track:4mx0eNjjZUyOzfY3I4P9HD,https://api.spotify.com/v1/tracks/4mx0eNjjZUyOzfY3I4P9HD,https://api.spotify.com/v1/audio-analysis/4mx0eNjjZUyOzfY3I4P9HD,128109,4,Dark Trap,Bulletproof,,
0.801,0.679,4,-8.747,0,0.0527,0.17,8.85E-06,0.188,0.483,130.015,audio_features,6lt8N5nSY1EaiyeDRAIwcW,spotify:track:6lt8N5nSY1EaiyeDRAIwcW,https://api.spotify.com/v1/tracks/6lt8N5nSY1EaiyeDRAIwcW,https://api.spotify.com/v1/audio-analysis/6lt8N5nSY1EaiyeDRAIwcW,227115,4,Dark Trap,Contraband,,
0.677,0.655,7,-5.541,1,0.0433,0.0027,0.276,0.162,0.146,200.238,audio_features,3PcrNUFsSYnkJJNE6roBKl,spotify:track:3PcrNUFsSYnkJJNE6roBKl,https://api.spotify.com/v1/tracks/3PcrNUFsSYnkJJNE6roBKl,https://api.spotify.com/v1/audio-analysis/3PcrNUFsSYnkJJNE6roBKl,196827,4,Dark Trap,Deira City Centre,,
0.623,0.716,11,-7.449,0,0.207,0.22,2.54E-06,0.113,0.203,116.914,audio_features,2djY65hifu2a4R2WqcXqKL,spotify:track:2djY65hifu2a4R2WqcXqKL,https://api.spotify.com/v1/tracks/2djY65hifu2a4R2WqcXqKL,https://api.spotify.com/v1/audio-analysis/2djY65hifu2a4R2WqcXqKL,270000,4,Dark Trap,Kyoto,,
0.797,0.542,9,-7.324,1,0.346,0.018,0,0.0838,0.313,155.862,audio_features,2KSFen8RLeGFqBQ8Dfx1gU,spotify:track:2KSFen8RLeGFqBQ8Dfx1gU,https://api.spotify.com/v1/tracks/2KSFen8RLeGFqBQ8Dfx1gU,https://api.spotify.com/v1/audio-analysis/2KSFen8RLeGFqBQ8Dfx1gU,110769,4,Dark Trap,Pull Out Game,,
0.85,0.542,0,-6.923,1,0.231,0.53,0,0.0774,0.595,120.037,audio_features,3f9xcqxIGsm85RFjGEG2W9,spotify:track:3f9xcqxIGsm85RFjGEG2W9,https://api.spotify.com/v1/tracks/3f9xcqxIGsm85RFjGEG2W9,https://api.spotify.com/v1/audio-analysis/3f9xcqxIGsm85RFjGEG2W9,238853,4,Dark Trap,Bird Is The Word,,
0.743,0.411,2,-7.343,1,0.376,0.254,0,0.292,0.339,119.693,audio_features,7t2eWdGWBTAxaXxaGqq9ts,spotify:track:7t2eWdGWBTAxaXxaGqq9ts,https://api.spotify.com/v1/tracks/7t2eWdGWBTAxaXxaGqq9ts,https://api.spotify.com/v1/audio-analysis/7t2eWdGWBTAxaXxaGqq9ts,140657,4,Dark Trap,Life Is Short,,
0.876,0.759,11,-1.889,1,0.0513,0.0224,0.000675,0.475,0.271,113.996,audio_features,1hXn4XPjJ40toZWl2bWYZu,spotify:track:1hXn4XPjJ40toZWl2bWYZu,https://api.spotify.com/v1/tracks/1hXn4XPjJ40toZWl2bWYZu,https://api.spotify.com/v1/audio-analysis/1hXn4XPjJ40toZWl2bWYZu,168490,4,Dark Trap,Here We Go Again,,
0.665,0.827,1,-5.597,1,0.147,0.13,0,0.351,0.12,143.026,audio_features,4DgImhJ5lY30bQdY6zVsb4,spotify:track:4DgImhJ5lY30bQdY6zVsb4,https://api.spotify.com/v1/tracks/4DgImhJ5lY30bQdY6zVsb4,https://api.spotify.com/v1/audio-analysis/4DgImhJ5lY30bQdY6zVsb4,201399,4,Dark Trap,Bloodshed,,
0.81,0.585,9,-7.037,0,0.288,0.248,0.0115,0.0959,0.281,139.968,audio_features,4zIMuGSdbGTahvHB7CloVR,spotify:track:4zIMuGSdbGTahvHB7CloVR,https://api.spotify.com/v1/tracks/4zIMuGSdbGTahvHB7CloVR,https://api.spotify.com/v1/audio-analysis/4zIMuGSdbGTahvHB7CloVR,137107,4,Dark Trap,Wassup Bro!,,
0.618,0.743,1,-4.458,1,0.234,0.0191,0.0232,0.452,0.249,120.16,audio_features,1rr9KQgLpdA8gN307EufaA,spotify:track:1rr9KQgLpdA8gN307EufaA,https://api.spotify.com/v1/tracks/1rr9KQgLpdA8gN307EufaA,https://api.spotify.com/v1/audio-analysis/1rr9KQgLpdA8gN307EufaA,151690,4,Dark Trap,ACT 2 - BirthOfTheSpaceGod,,
0.622,0.859,9,-1.541,1,0.213,0.0342,0,0.0797,0.296,173.994,audio_features,0NeiQDX41fUCbSVkek4qBQ,spotify:track:0NeiQDX41fUCbSVkek4qBQ,https://api.spotify.com/v1/tracks/0NeiQDX41fUCbSVkek4qBQ,https://api.spotify.com/v1/audio-analysis/0NeiQDX41fUCbSVkek4qBQ,115862,4,Dark Trap,Grey Tee,,
0.674,0.646,0,-9.423,1,0.4,0.117,0,0.104,0.222,160.028,audio_features,2os38o5E7NoO4B2cx42h5V,spotify:track:2os38o5E7NoO4B2cx42h5V,https://api.spotify.com/v1/tracks/2os38o5E7NoO4B2cx42h5V,https://api.spotify.com/v1/audio-analysis/2os38o5E7NoO4B2cx42h5V,123000,4,Dark Trap,Sleeping Bag,,
0.628,0.53,10,-9.663,0,0.0855,0.0608,0,0.0642,0.203,190.012,audio_features,4rLltALU0JVawcOAA88bnQ,spotify:track:4rLltALU0JVawcOAA88bnQ,https://api.spotify.com/v1/tracks/4rLltALU0JVawcOAA88bnQ,https://api.spotify.com/v1/audio-analysis/4rLltALU0JVawcOAA88bnQ,162000,4,Dark Trap,Afterlife,,
0.877,0.655,1,-5.3,1,0.0769,0.00181,0,0.0948,0.119,127.947,audio_features,0cITCVs87JVapD98fVnj7X,spotify:track:0cITCVs87JVapD98fVnj7X,https://api.spotify.com/v1/tracks/0cITCVs87JVapD98fVnj7X,https://api.spotify.com/v1/audio-analysis/0cITCVs87JVapD98fVnj7X,120059,3,Dark Trap,King Cobra (Drippin'),,
0.585,0.895,11,-3.663,0,0.136,0.0505,0.00423,0.32,0.181,119.904,audio_features,7Cq27Qc3WRyQ3ddwVslpVZ,spotify:track:7Cq27Qc3WRyQ3ddwVslpVZ,https://api.spotify.com/v1/tracks/7Cq27Qc3WRyQ3ddwVslpVZ,https://api.spotify.com/v1/audio-analysis/7Cq27Qc3WRyQ3ddwVslpVZ,193567,4,Dark Trap,Heart Attack,,
0.717,0.925,0,-4.246,1,0.311,0.244,0,0.287,0.412,137.989,audio_features,3STThGLjuFSaoseZvWupmx,spotify:track:3STThGLjuFSaoseZvWupmx,https://api.spotify.com/v1/tracks/3STThGLjuFSaoseZvWupmx,https://api.spotify.com/v1/audio-analysis/3STThGLjuFSaoseZvWupmx,212245,4,Dark Trap,Chain$Aw,,
0.714,0.853,5,-4.9,0,0.304,0.205,0,0.116,0.178,204.068,audio_features,3IIArPxV2jUXk2zTKbzCVx,spotify:track:3IIArPxV2jUXk2zTKbzCVx,https://api.spotify.com/v1/tracks/3IIArPxV2jUXk2zTKbzCVx,https://api.spotify.com/v1/audio-analysis/3IIArPxV2jUXk2zTKbzCVx,220656,4,Dark Trap,"King, Scar.",,
0.473,0.772,10,-6.332,0,0.317,0.0212,0,0.399,0.303,130.32,audio_features,44AH8XwgrebHvQAZJbSrsV,spotify:track:44AH8XwgrebHvQAZJbSrsV,https://api.spotify.com/v1/tracks/44AH8XwgrebHvQAZJbSrsV,https://api.spotify.com/v1/audio-analysis/44AH8XwgrebHvQAZJbSrsV,307905,4,Dark Trap,P.T.S.D,,
0.767,0.637,3,-7.859,1,0.442,0.0673,0,0.105,0.536,160.123,audio_features,3whnCBcKgmEstjzv3Kxruh,spotify:track:3whnCBcKgmEstjzv3Kxruh,https://api.spotify.com/v1/tracks/3whnCBcKgmEstjzv3Kxruh,https://api.spotify.com/v1/audio-analysis/3whnCBcKgmEstjzv3Kxruh,136500,4,Dark Trap,Brand New,,
0.719,0.704,1,-5.23,1,0.093,0.138,0,0.0753,0.0808,113.007,audio_features,0Z9sJ77J6qKd2HYv32ynUS,spotify:track:0Z9sJ77J6qKd2HYv32ynUS,https://api.spotify.com/v1/tracks/0Z9sJ77J6qKd2HYv32ynUS,https://api.spotify.com/v1/audio-analysis/0Z9sJ77J6qKd2HYv32ynUS,297273,4,Dark Trap,Jukai,,
0.85,0.458,1,-6.623,1,0.206,0.00487,0,0.122,0.419,141.997,audio_features,25EQ1EYpBTC26cRRoiLsTf,spotify:track:25EQ1EYpBTC26cRRoiLsTf,https://api.spotify.com/v1/tracks/25EQ1EYpBTC26cRRoiLsTf,https://api.spotify.com/v1/audio-analysis/25EQ1EYpBTC26cRRoiLsTf,180454,4,Dark Trap,Philosopher's Throne,,
0.672,0.574,9,-4.663,1,0.0993,0.0303,2.02E-06,0.18,0.106,206.038,audio_features,2wf9bp4MkChojtljddWpbO,spotify:track:2wf9bp4MkChojtljddWpbO,https://api.spotify.com/v1/tracks/2wf9bp4MkChojtljddWpbO,https://api.spotify.com/v1/audio-analysis/2wf9bp4MkChojtljddWpbO,246773,4,Dark Trap,PRBLMS,,
0.758,0.716,1,-6.621,1,0.346,0.607,9.52E-05,0.0653,0.565,189.872,audio_features,5GxLshYIBBgkrW4a9aUVn0,spotify:track:5GxLshYIBBgkrW4a9aUVn0,https://api.spotify.com/v1/tracks/5GxLshYIBBgkrW4a9aUVn0,https://api.spotify.com/v1/audio-analysis/5GxLshYIBBgkrW4a9aUVn0,152999,4,Dark Trap,Back At It,,
0.76,0.774,9,-6.593,1,0.172,0.00972,0.000701,0.199,0.493,148,audio_features,6Ikh2kZIzZ2GEKpZfrV3D3,spotify:track:6Ikh2kZIzZ2GEKpZfrV3D3,https://api.spotify.com/v1/tracks/6Ikh2kZIzZ2GEKpZfrV3D3,https://api.spotify.com/v1/audio-analysis/6Ikh2kZIzZ2GEKpZfrV3D3,191897,4,Dark Trap,Fuck a Hoe (feat. $Uicideboy$),,
0.508,0.417,10,-8.699,0,0.0335,0.0231,0.00207,0.128,0.337,193.92,audio_features,1mWYAMktr6Ggh9paVLyc69,spotify:track:1mWYAMktr6Ggh9paVLyc69,https://api.spotify.com/v1/tracks/1mWYAMktr6Ggh9paVLyc69,https://api.spotify.com/v1/audio-analysis/1mWYAMktr6Ggh9paVLyc69,126380,4,Dark Trap,Broken,,
0.869,0.572,1,-9.086,1,0.55,0.0493,0,0.103,0.658,152.11,audio_features,6AK1RhuJ2zNxPO15SGtRsf,spotify:track:6AK1RhuJ2zNxPO15SGtRsf,https://api.spotify.com/v1/tracks/6AK1RhuJ2zNxPO15SGtRsf,https://api.spotify.com/v1/audio-analysis/6AK1RhuJ2zNxPO15SGtRsf,114495,4,Dark Trap,3 Xans,,
0.985,0.525,7,-10.637,1,0.185,0.0631,0,0.116,0.425,120.011,audio_features,6Y80EzVMJjFp9Yxy50SN7D,spotify:track:6Y80EzVMJjFp9Yxy50SN7D,https://api.spotify.com/v1/tracks/6Y80EzVMJjFp9Yxy50SN7D,https://api.spotify.com/v1/audio-analysis/6Y80EzVMJjFp9Yxy50SN7D,89234,4,Dark Trap,LoyaltyRunsDeepInDaLongRun,,
0.738,0.712,10,-6.273,0,0.0897,0.0226,0,0.0773,0.358,149.005,audio_features,0UzDPAMBI8miCHsYoqRb7g,spotify:track:0UzDPAMBI8miCHsYoqRb7g,https://api.spotify.com/v1/tracks/0UzDPAMBI8miCHsYoqRb7g,https://api.spotify.com/v1/audio-analysis/0UzDPAMBI8miCHsYoqRb7g,161493,4,Dark Trap,Skywalker,,
0.675,0.574,6,-8.066,1,0.0559,0.0121,1.11E-05,0.108,0.482,135.037,audio_features,3Q241k92c1I5sqKbdw6Ujb,spotify:track:3Q241k92c1I5sqKbdw6Ujb,https://api.spotify.com/v1/tracks/3Q241k92c1I5sqKbdw6Ujb,https://api.spotify.com/v1/audio-analysis/3Q241k92c1I5sqKbdw6Ujb,155693,4,Dark Trap,White Wine,,
0.876,0.726,8,-7.573,0,0.101,0.0489,4.02E-05,0.366,0.775,112.002,audio_features,0Tts40MjmgraglRVSaggue,spotify:track:0Tts40MjmgraglRVSaggue,https://api.spotify.com/v1/tracks/0Tts40MjmgraglRVSaggue,https://api.spotify.com/v1/audio-analysis/0Tts40MjmgraglRVSaggue,211331,4,Dark Trap,Smoke Break,,
0.725,0.554,1,-10.66,1,0.0858,0.163,4.03E-06,0.489,0.231,120.08,audio_features,5O7aJIOY5BWvpCkQo23092,spotify:track:5O7aJIOY5BWvpCkQo23092,https://api.spotify.com/v1/tracks/5O7aJIOY5BWvpCkQo23092,https://api.spotify.com/v1/audio-analysis/5O7aJIOY5BWvpCkQo23092,233932,4,Dark Trap,Louis V,,
0.89,0.422,7,-7.894,0,0.113,0.235,0,0.0925,0.374,129.998,audio_features,4MrtFJI2CDTRJs9FXpBdGo,spotify:track:4MrtFJI2CDTRJs9FXpBdGo,https://api.spotify.com/v1/tracks/4MrtFJI2CDTRJs9FXpBdGo,https://api.spotify.com/v1/audio-analysis/4MrtFJI2CDTRJs9FXpBdGo,135361,4,Dark Trap,Fuck A Swisher,,
0.849,0.413,0,-9.274,0,0.346,0.00286,8.58E-05,0.106,0.458,170.096,audio_features,3DzuPzpdZtn3oFVZ9gcy0M,spotify:track:3DzuPzpdZtn3oFVZ9gcy0M,https://api.spotify.com/v1/tracks/3DzuPzpdZtn3oFVZ9gcy0M,https://api.spotify.com/v1/audio-analysis/3DzuPzpdZtn3oFVZ9gcy0M,98655,4,Dark Trap,RampartRange,,
0.695,0.686,9,-8.147,0,0.0478,0.000424,0.0023,0.365,0.354,210.438,audio_features,6r7ULK6c5CLVvImjTIztl1,spotify:track:6r7ULK6c5CLVvImjTIztl1,https://api.spotify.com/v1/tracks/6r7ULK6c5CLVvImjTIztl1,https://api.spotify.com/v1/audio-analysis/6r7ULK6c5CLVvImjTIztl1,93447,4,Dark Trap,Floor 555,,
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,189.962,audio_features,6mAz8D1TmlTuef90dbNIiZ,spotify:track:6mAz8D1TmlTuef90dbNIiZ,https://api.spotify.com/v1/tracks/6mAz8D1TmlTuef90dbNIiZ,https://api.spotify.com/v1/audio-analysis/6mAz8D1TmlTuef90dbNIiZ,175230,4,Dark Trap,Plug Walk,,
0.463,0.632,7,-9.577,1,0.0525,0.393,0,0.127,0.0894,163.71,audio_features,6fxWseQSRKOF2nfkGbaJWO,spotify:track:6fxWseQSRKOF2nfkGbaJWO,https://api.spotify.com/v1/tracks/6fxWseQSRKOF2nfkGbaJWO,https://api.spotify.com/v1/audio-analysis/6fxWseQSRKOF2nfkGbaJWO,100260,4,Dark Trap,Haunt U,,
0.709,0.362,11,-13.556,1,0.249,0.165,0.000132,0.107,0.455,146.023,audio_features,694J4C7mBU2dWxQBphFslt,spotify:track:694J4C7mBU2dWxQBphFslt,https://api.spotify.com/v1/tracks/694J4C7mBU2dWxQBphFslt,https://api.spotify.com/v1/audio-analysis/694J4C7mBU2dWxQBphFslt,187681,4,Dark Trap,Buttcheeks,,
0.771,0.566,1,-5.607,1,0.264,0.0939,1.07E-05,0.109,0.232,146.098,audio_features,0kVivrCfN1ffLCno8z2TAJ,spotify:track:0kVivrCfN1ffLCno8z2TAJ,https://api.spotify.com/v1/tracks/0kVivrCfN1ffLCno8z2TAJ,https://api.spotify.com/v1/audio-analysis/0kVivrCfN1ffLCno8z2TAJ,134795,4,Dark Trap,Back off Me,,
0.136,0.821,3,-5.454,1,0.16,0.0965,0.0291,0.325,0.0362,192.94,audio_features,4uVrs1SNb31FknIkIOTF9t,spotify:track:4uVrs1SNb31FknIkIOTF9t,https://api.spotify.com/v1/tracks/4uVrs1SNb31FknIkIOTF9t,https://api.spotify.com/v1/audio-analysis/4uVrs1SNb31FknIkIOTF9t,101983,3,Dark Trap,Intro.Desolation,,
0.476,0.495,7,-6.095,1,0.0242,3.28E-05,0.915,0.506,0.114,180,audio_features,11NHApIN2R0DZJDypPYeFJ,spotify:track:11NHApIN2R0DZJDypPYeFJ,https://api.spotify.com/v1/tracks/11NHApIN2R0DZJDypPYeFJ,https://api.spotify.com/v1/audio-analysis/11NHApIN2R0DZJDypPYeFJ,137231,4,Dark Trap,The Singularity,,
